transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,day_of_week,quarter,week_of_year,is_weekend,is_month_start,is_month_end,season
T9530,U123,2023-09-19,expense,utilities,2939.0,bank_transfer,KOLKATA,,2023,9,19,1,3,38,0,0,0,Fall
T4867,U135,2021-09-06,expense,rent,2449.0,unknown,delhi,Doctor consultation,2021,9,6,0,3,36,0,0,0,Fall
T8490,U084,2022-10-24,expense,others,2345.0,bank_transfer,MUM,!!!,2022,10,24,0,4,43,0,0,0,Fall
T6686,U009,2021-08-26,expense,education,7656.0,bank_transfer,,Electricity bill,2021,8,26,3,3,34,0,0,0,Summer
T6703,U091,2024-01-31,expense,others,1521.0,upi,HYD,,2024,1,31,2,1,5,0,0,1,Winter
T2948,U125,2021-04-08,expense,others,18032.0,upi,Kolkata,,2021,4,8,3,2,14,0,0,0,Spring
T11374,U030,2023-01-19,expense,travel,3053.0,bank_transfer,DELHI,...,2023,1,19,3,1,3,0,0,0,Winter
T6906,U029,2022-09-04,expense,others,1920.0,upi,Pune,Shopping,2022,9,4,6,3,35,1,0,0,Fall
T6179,U067,2024-11-05,expense,others,3064.0,upi,mumbai,Shopping,2024,11,5,1,4,45,0,0,0,Fall
T2813,U113,2023-11-24,expense,health,5139.0,upi,DEL,test,2023,11,24,4,4,47,0,0,0,Fall
T1734,U008,2023-07-12,expense,education,2130.0,bank_transfer,pune,misc,2023,7,12,2,3,28,0,0,0,Summer
T8937,U057,2021-04-26,expense,food,678.0,bank_transfer,HYDERABAD,,2021,4,26,0,2,17,0,0,0,Spring
T5613,U020,2022-12-05,expense,others,6316.0,card,Bangalore,ATM withdrawal,2022,12,5,0,4,49,0,0,0,Winter
T2298,U066,2022-07-05,expense,others,8970.0,unknown,,Medicine,2022,7,5,1,3,27,0,0,0,Summer
T9222,U046,2021-01-16,expense,others,5585.0,upi,pune,,2021,1,16,5,1,2,1,0,0,Winter
T4439,U089,2023-12-08,expense,education,8470.0,cash,kolkata,Books,2023,12,8,4,4,49,0,0,0,Winter
T6135,U034,2023-11-30,expense,others,4669.0,bank_transfer,BAN,,2023,11,30,3,4,48,0,0,1,Fall
T10849,U108,2021-08-24,expense,food,4019.0,card,AHMEDABAD,Monthly rent payment,2021,8,24,1,3,34,0,0,0,Summer
T12238,U007,2022-12-25,expense,others,9871.0,card,delhi,,2022,12,25,6,4,51,1,0,0,Winter
T10462,U041,2021-09-04,expense,health,9547.0,card,BAN,Books,2021,9,4,5,3,35,1,0,0,Fall
T13104,U001,2022-10-30,expense,health,702.0,cash,LUC,Medicine,2022,10,30,6,4,43,1,0,0,Fall
T4741,U100,2022-09-25,expense,utilities,6942.0,cash,chennai,Movie tickets,2022,9,25,6,3,38,1,0,0,Fall
T0705,U093,2024-06-13,expense,education,5547.0,upi,lucknow,Medicine,2024,6,13,3,2,24,0,0,0,Summer
T5534,U054,2024-01-28,expense,others,624.0,cash,BANGALORE,,2024,1,28,6,1,4,1,0,0,Winter
T6188,U124,2024-01-07,expense,others,7288.0,cash,pune,asdfgh,2024,1,7,6,1,1,1,0,0,Winter
T10548,U053,2024-01-30,expense,food,9125.0,upi,CHENNAI,Movie tickets,2024,1,30,1,1,5,0,0,0,Winter
T4468,U068,2021-08-31,expense,food,7352.0,bank_transfer,DEL,,2021,8,31,1,3,35,0,0,1,Summer
T11350,U111,2022-11-27,expense,utilities,6246.0,card,LUC,Doctor consultation,2022,11,27,6,4,47,1,0,0,Fall
T3699,U065,2023-06-19,expense,food,2327.0,bank_transfer,AHMEDABAD,Fixed deposit,2023,6,19,0,2,25,0,0,0,Summer
T9484,U110,2022-10-23,expense,others,3339.0,card,PUN,misc,2022,10,23,6,4,42,1,0,0,Fall
T9877,U007,2021-02-28,expense,rent,8065.0,card,bangalore,,2021,2,28,6,1,8,1,0,1,Winter
T9518,U086,2022-12-05,expense,rent,2161.0,upi,,Restaurant dinner,2022,12,5,0,4,49,0,0,0,Winter
T12902,U082,2023-08-02,expense,rent,7185.0,card,PUNE,Books,2023,8,2,2,3,31,0,0,0,Summer
T13441,U102,2024-05-15,expense,food,4961.0,card,ahmedabad,Restaurant dinner,2024,5,15,2,2,20,0,0,0,Spring
T1484,U028,2023-10-14,expense,others,1107.0,unknown,bangalore,,2023,10,14,5,4,41,1,0,0,Fall
T7157,U040,2024-11-18,expense,health,4690.0,cash,mumbai,test,2024,11,18,0,4,47,0,0,0,Fall
T2194,U005,2024-02-20,expense,others,8878.0,cash,Mumbai,...,2024,2,20,1,1,8,0,0,0,Winter
T10310,U054,2022-07-26,expense,others,1046.0,cash,MUMBAI,Shopping,2022,7,26,1,3,30,0,0,0,Summer
T0087,U072,2021-08-21,expense,health,4364.0,bank_transfer,Delhi,asdfgh,2021,8,21,5,3,33,1,0,0,Summer
T5230,U043,2021-10-01,expense,investment,20710.0,bank_transfer,LUCKNOW,asdfgh,2021,10,1,4,4,39,0,1,0,Fall
T13135,U060,2022-02-03,expense,food,8823.0,card,Chennai,...,2022,2,3,3,1,5,0,0,0,Winter
T8562,U111,2021-03-06,expense,others,9103.0,bank_transfer,HYD,Electricity bill,2021,3,6,5,1,9,1,0,0,Spring
T12797,U112,2023-12-05,expense,entertainment,4961.0,card,HYDERABAD,,2023,12,5,1,4,49,0,0,0,Winter
T13079,U115,2023-02-28,expense,others,8754.0,bank_transfer,JAIPUR,Medicine,2023,2,28,1,1,9,0,0,1,Winter
T0306,U061,2023-12-17,expense,entertainment,2625.0,bank_transfer,BANGALORE,Books,2023,12,17,6,4,50,1,0,0,Winter
T11075,U018,2024-09-29,expense,food,3929.0,bank_transfer,Kolkata,,2024,9,29,6,3,39,1,0,0,Fall
T4007,U109,2024-08-12,expense,savings,9586.0,bank_transfer,Ahmedabad,Petrol,2024,8,12,0,3,33,0,0,0,Summer
T0185,U073,2021-08-10,expense,rent,4378.0,card,CHE,Electricity bill,2021,8,10,1,3,32,0,0,0,Summer
T8253,U089,2022-05-08,expense,utilities,5849.0,upi,Pune,Medicine,2022,5,8,6,2,18,1,0,0,Spring
T6876,U030,2024-06-14,expense,others,5540.0,card,ahmedabad,,2024,6,14,4,2,24,0,0,0,Summer
T5658,U117,2022-06-01,expense,others,2460.0,bank_transfer,delhi,Lunch,2022,6,1,2,2,22,0,1,0,Summer
T3220,U114,2021-04-16,expense,others,1161.0,cash,chennai,asdfgh,2021,4,16,4,2,15,0,0,0,Spring
T13808,U098,2024-05-07,expense,rent,6140.0,cash,,Restaurant dinner,2024,5,7,1,2,19,0,0,0,Spring
T4868,U001,2021-08-03,expense,food,3595.0,card,Jaipur,Internet bill,2021,8,3,1,3,31,0,0,0,Summer
T5738,U101,2021-04-11,expense,others,655.0,card,chennai,Restaurant dinner,2021,4,11,6,2,14,1,0,0,Spring
T11655,U129,2021-07-30,expense,others,8549.0,upi,Kolkata,...,2021,7,30,4,3,30,0,0,0,Summer
T10295,U121,2024-07-09,expense,others,13867.0,card,PUN,Books,2024,7,9,1,3,28,0,0,0,Summer
T1637,U104,2024-03-21,expense,others,2718.0,bank_transfer,hyderabad,Fixed deposit,2024,3,21,3,1,12,0,0,0,Spring
T9363,U092,2022-05-11,expense,rent,9911.0,bank_transfer,BANGALORE,Electricity bill,2022,5,11,2,2,19,0,0,0,Spring
T0473,U124,2021-10-24,expense,health,9531.0,bank_transfer,BANGALORE,Electricity bill,2021,10,24,6,4,42,1,0,0,Fall
T13834,U091,2024-12-09,expense,others,6921.0,bank_transfer,DEL,!!!,2024,12,9,0,4,50,0,0,0,Winter
T6998,U123,2022-03-20,expense,rent,10584.0,bank_transfer,lucknow,misc,2022,3,20,6,1,11,1,0,0,Spring
T4984,U095,2024-05-21,expense,rent,2319.0,card,Kolkata,Monthly rent payment,2024,5,21,1,2,21,0,0,0,Spring
T0734,U085,2024-11-07,expense,food,6445.0,bank_transfer,CHENNAI,,2024,11,7,3,4,45,0,0,0,Fall
T8477,U088,2022-03-03,expense,others,962.0,bank_transfer,AHMEDABAD,Movie tickets,2022,3,3,3,1,9,0,0,0,Spring
T9529,U006,2022-06-07,expense,food,693.0,cash,pune,Gym membership,2022,6,7,1,2,23,0,0,0,Summer
T9938,U102,2024-02-10,expense,others,2671.0,cash,Jaipur,,2024,2,10,5,1,6,1,0,0,Winter
T11364,U123,2022-04-18,expense,food,3783.0,card,Chennai,Lunch,2022,4,18,0,2,16,0,0,0,Spring
T8321,U123,2023-01-28,expense,travel,4565.0,upi,ahmedabad,Doctor consultation,2023,1,28,5,1,4,1,0,0,Winter
T13412,U049,2022-05-23,expense,others,863.0,bank_transfer,HYD,!!!,2022,5,23,0,2,21,0,0,0,Spring
T10258,U115,2023-11-16,expense,others,6289.0,cash,Chennai,Restaurant dinner,2023,11,16,3,4,46,0,0,0,Fall
T6644,U148,2022-01-31,expense,others,12787.0,cash,delhi,Grocery shopping,2022,1,31,0,1,5,0,0,1,Winter
T1095,U147,2024-09-23,expense,others,6379.0,bank_transfer,mumbai,!!!,2024,9,23,0,3,39,0,0,0,Fall
T11400,U141,2021-09-09,expense,travel,3499.0,bank_transfer,Delhi,Gym membership,2021,9,9,3,3,36,0,0,0,Fall
T12191,U079,2021-04-11,expense,others,25892.0,bank_transfer,,Electricity bill,2021,4,11,6,2,14,1,0,0,Spring
T10833,U143,2023-09-28,expense,rent,5084.0,card,Delhi,Shopping,2023,9,28,3,3,39,0,0,0,Fall
T2383,U079,2021-11-13,expense,others,1422.0,bank_transfer,HYDERABAD,Online course,2021,11,13,5,4,45,1,0,0,Fall
T0844,U147,2024-07-05,expense,others,9935.0,bank_transfer,KOLKATA,Shopping,2024,7,5,4,3,27,0,0,0,Summer
T13113,U078,2022-12-01,expense,others,1472.0,upi,DELHI,Lunch,2022,12,1,3,4,48,0,1,0,Winter
T13380,U007,2021-12-16,expense,travel,224.0,upi,,Petrol,2021,12,16,3,4,50,0,0,0,Winter
T3053,U119,2022-10-19,expense,others,17119.0,cash,Lucknow,Medicine,2022,10,19,2,4,42,0,0,0,Fall
T9302,U083,2022-12-01,expense,travel,6634.0,upi,CHE,Internet bill,2022,12,1,3,4,48,0,1,0,Winter
T3511,U112,2023-01-06,expense,travel,5528.0,cash,Hyderabad,Doctor consultation,2023,1,6,4,1,1,0,0,0,Winter
T4107,U079,2022-03-25,expense,entertainment,381.0,cash,Pune,Internet bill,2022,3,25,4,1,12,0,0,0,Spring
T6678,U053,2021-12-08,expense,others,7129.0,card,Pune,misc,2021,12,8,2,4,49,0,0,0,Winter
T6068,U089,2022-03-26,expense,savings,6354.0,cash,kolkata,!!!,2022,3,26,5,1,12,1,0,0,Spring
T2664,U118,2021-10-05,expense,utilities,6365.0,cash,MUM,Internet bill,2021,10,5,1,4,40,0,0,0,Fall
T4140,U060,2024-02-21,expense,others,24584.0,upi,HYD,Online course,2024,2,21,2,1,8,0,0,0,Winter
T13899,U017,2023-01-20,expense,others,3940.0,upi,kolkata,Doctor consultation,2023,1,20,4,1,3,0,0,0,Winter
T4634,U115,2023-09-27,expense,others,1395.0,card,Chennai,Fixed deposit,2023,9,27,2,3,39,0,0,0,Fall
T0404,U037,2023-09-20,expense,food,3583.0,upi,PUNE,Restaurant dinner,2023,9,20,2,3,38,0,0,0,Fall
T5620,U147,2023-01-25,expense,others,7854.0,bank_transfer,BAN,Gym membership,2023,1,25,2,1,4,0,0,0,Winter
T12670,U119,2023-06-25,expense,food,8477.0,unknown,BAN,Lunch,2023,6,25,6,2,25,1,0,0,Summer
T10508,U100,2023-08-16,expense,rent,8970.0,cash,KOLKATA,ATM withdrawal,2023,8,16,2,3,33,0,0,0,Summer
T8901,U002,2024-09-03,expense,rent,4649.0,unknown,MUMBAI,...,2024,9,3,1,3,36,0,0,0,Fall
T11103,U112,2024-06-13,expense,food,4058.0,card,LUCKNOW,,2024,6,13,3,2,24,0,0,0,Summer
T4855,U055,2024-12-29,expense,utilities,8184.0,bank_transfer,lucknow,Lunch,2024,12,29,6,4,52,1,0,0,Winter
T11341,U127,2024-01-17,expense,food,3047.0,card,Mumbai,Grocery shopping,2024,1,17,2,1,3,0,0,0,Winter
T12527,U131,2021-11-27,expense,entertainment,5011.0,card,Chennai,asdfgh,2021,11,27,5,4,47,1,0,0,Fall
T13284,U045,2021-02-19,expense,others,28005.0,bank_transfer,AHMEDABAD,!!!,2021,2,19,4,1,7,0,0,0,Winter
T12932,U079,2024-06-09,expense,others,4260.0,card,Pune,Restaurant dinner,2024,6,9,6,2,23,1,0,0,Summer
T7561,U116,2022-01-11,expense,others,5483.0,card,hyderabad,,2022,1,11,1,1,2,0,0,0,Winter
T11446,U038,2021-01-06,expense,food,9276.0,bank_transfer,PUNE,Petrol,2021,1,6,2,1,1,0,0,0,Winter
T1698,U135,2023-03-23,expense,utilities,0.0,upi,,xyz123,2023,3,23,3,1,12,0,0,0,Spring
T0873,U131,2021-05-13,expense,others,5925.0,upi,,Lunch,2021,5,13,3,2,19,0,0,0,Spring
T11516,U056,2021-07-08,expense,utilities,9653.0,card,kolkata,Gym membership,2021,7,8,3,3,27,0,0,0,Summer
T6513,U094,2024-04-09,expense,others,4382.0,cash,PUN,,2024,4,9,1,2,15,0,0,0,Spring
T7458,U047,2024-06-04,expense,travel,1143.0,cash,CHE,Monthly rent payment,2024,6,4,1,2,23,0,0,0,Summer
T4866,U107,2022-07-16,expense,food,333.0,card,HYDERABAD,,2022,7,16,5,3,28,1,0,0,Summer
T10124,U148,2021-05-09,expense,others,571.0,unknown,CHENNAI,Shopping,2021,5,9,6,2,18,1,0,0,Spring
T7651,U016,2021-05-04,expense,utilities,9816.0,card,AHM,Movie tickets,2021,5,4,1,2,18,0,0,0,Spring
T7412,U047,2022-01-03,expense,health,4747.0,cash,,Train ticket,2022,1,3,0,1,1,0,0,0,Winter
T12117,U048,2024-06-29,expense,others,4821.0,upi,lucknow,Coffee,2024,6,29,5,2,26,1,0,0,Summer
T0908,U024,2024-09-30,expense,food,2265.0,card,pune,,2024,9,30,0,3,40,0,0,1,Fall
T13030,U090,2022-04-26,expense,others,7650.0,card,Delhi,,2022,4,26,1,2,17,0,0,0,Spring
T2732,U010,2021-09-13,expense,utilities,8292.0,cash,DELHI,Books,2021,9,13,0,3,37,0,0,0,Fall
T11164,U062,2023-01-19,expense,others,29344.0,cash,AHM,xyz123,2023,1,19,3,1,3,0,0,0,Winter
T1718,U088,2024-06-22,expense,others,359.0,bank_transfer,mumbai,Petrol,2024,6,22,5,2,25,1,0,0,Summer
T8214,U076,2023-12-14,expense,rent,1820.0,card,Delhi,Grocery shopping,2023,12,14,3,4,50,0,0,0,Winter
T9019,U090,2022-05-24,expense,rent,4090.0,upi,PUN,...,2022,5,24,1,2,21,0,0,0,Spring
T0244,U133,2022-10-09,expense,food,1721.0,bank_transfer,hyderabad,Coffee,2022,10,9,6,4,40,1,0,0,Fall
T3611,U028,2023-10-09,expense,utilities,946.0,card,kolkata,,2023,10,9,0,4,41,0,0,0,Fall
T4617,U134,2023-05-03,expense,food,7330.0,upi,mumbai,Medicine,2023,5,3,2,2,18,0,0,0,Spring
T0787,U094,2024-12-04,expense,food,738.0,unknown,,Petrol,2024,12,4,2,4,49,0,0,0,Winter
T8467,U101,2024-08-23,expense,food,7118.0,card,KOL,xyz123,2024,8,23,4,3,34,0,0,0,Summer
T5040,U150,2022-12-29,expense,health,9789.0,unknown,AHM,!!!,2022,12,29,3,4,52,0,0,0,Winter
T13557,U081,2023-05-26,expense,food,2243.0,upi,jaipur,,2023,5,26,4,2,21,0,0,0,Spring
T0783,U006,2022-07-12,expense,others,9794.0,card,CHENNAI,Internet bill,2022,7,12,1,3,28,0,0,0,Summer
T13846,U073,2023-03-23,expense,others,6002.0,bank_transfer,PUN,asdfgh,2023,3,23,3,1,12,0,0,0,Spring
T13906,U099,2023-02-08,expense,rent,6551.0,card,Jaipur,Internet bill,2023,2,8,2,1,6,0,0,0,Winter
T9773,U073,2022-06-24,expense,food,3805.0,bank_transfer,CHENNAI,Doctor consultation,2022,6,24,4,2,25,0,0,0,Summer
T7658,U095,2021-02-14,expense,others,1359.0,bank_transfer,kolkata,misc,2021,2,14,6,1,6,1,0,0,Winter
T8536,U035,2024-10-11,expense,food,1152.0,cash,DELHI,,2024,10,11,4,4,41,0,0,0,Fall
T6857,U031,2023-05-18,expense,others,1535.0,upi,HYDERABAD,,2023,5,18,3,2,20,0,0,0,Spring
T13712,U097,2022-09-08,expense,rent,2295.0,cash,Bangalore,misc,2022,9,8,3,3,36,0,0,0,Fall
T1936,U041,2023-01-10,expense,food,4524.0,cash,lucknow,EMI payment,2023,1,10,1,1,2,0,0,0,Winter
T6237,U026,2022-05-12,expense,food,1590.0,cash,Pune,,2022,5,12,3,2,19,0,0,0,Spring
T5976,U060,2024-10-26,expense,education,9756.0,card,chennai,Train ticket,2024,10,26,5,4,43,1,0,0,Fall
T4817,U028,2022-01-16,expense,utilities,7734.0,cash,DEL,xyz123,2022,1,16,6,1,2,1,0,0,Winter
T8384,U133,2022-12-15,expense,others,9818.0,card,ahmedabad,Uber ride,2022,12,15,3,4,50,0,0,0,Winter
T12168,U009,2023-01-30,expense,others,4039.0,card,jaipur,Coffee,2023,1,30,0,1,5,0,0,0,Winter
T1402,U062,2023-10-26,expense,others,7631.0,card,PUNE,,2023,10,26,3,4,43,0,0,0,Fall
T13542,U062,2021-01-10,expense,others,9675.0,unknown,MUMBAI,Doctor consultation,2021,1,10,6,1,1,1,0,0,Winter
T12070,U009,2021-03-22,expense,rent,5519.0,card,PUNE,Gym membership,2021,3,22,0,1,12,0,0,0,Spring
T13268,U060,2024-02-02,expense,others,7262.0,unknown,HYD,!!!,2024,2,2,4,1,5,0,0,0,Winter
T13933,U088,2023-08-04,expense,entertainment,8669.0,bank_transfer,Hyderabad,Books,2023,8,4,4,3,31,0,0,0,Summer
T11547,U051,2021-01-14,expense,others,660.0,cash,JAIPUR,ATM withdrawal,2021,1,14,3,1,2,0,0,0,Winter
T5928,U102,2021-02-19,expense,food,3872.0,upi,HYD,Fixed deposit,2021,2,19,4,1,7,0,0,0,Winter
T7598,U032,2024-11-11,expense,others,2000.0,upi,AHMEDABAD,Gym membership,2024,11,11,0,4,46,0,0,0,Fall
T5820,U045,2024-05-26,expense,entertainment,4911.0,card,hyderabad,...,2024,5,26,6,2,21,1,0,0,Spring
T3717,U005,2022-12-07,expense,others,1590.0,bank_transfer,lucknow,Coffee,2022,12,7,2,4,49,0,0,0,Winter
T13886,U041,2022-11-19,expense,travel,6040.0,upi,PUNE,,2022,11,19,5,4,46,1,0,0,Fall
T11999,U027,2024-08-13,expense,others,8301.0,cash,LUCKNOW,Petrol,2024,8,13,1,3,33,0,0,0,Summer
T2288,U052,2021-09-20,expense,others,7451.0,cash,Bangalore,asdfgh,2021,9,20,0,3,38,0,0,0,Fall
T0375,U061,2022-12-27,expense,others,10702.0,upi,Bangalore,Uber ride,2022,12,27,1,4,52,0,0,0,Winter
T7718,U013,2024-02-02,expense,others,24063.0,unknown,DELHI,!!!,2024,2,2,4,1,5,0,0,0,Winter
T11250,U009,2021-07-11,expense,others,3209.0,upi,AHMEDABAD,Monthly rent payment,2021,7,11,6,3,27,1,0,0,Summer
T12316,U113,2022-11-02,expense,travel,6984.0,cash,mumbai,misc,2022,11,2,2,4,44,0,0,0,Fall
T2556,U075,2024-01-20,expense,others,2062.0,upi,Lucknow,Uber ride,2024,1,20,5,1,3,1,0,0,Winter
T11642,U009,2021-05-05,expense,food,5934.0,card,JAIPUR,Electricity bill,2021,5,5,2,2,18,0,0,0,Spring
T3436,U135,2022-08-01,expense,others,3444.0,upi,DEL,,2022,8,1,0,3,31,0,1,0,Summer
T2385,U041,2022-01-19,expense,utilities,4413.0,cash,Jaipur,Lunch,2022,1,19,2,1,3,0,0,0,Winter
T9623,U138,2021-11-20,expense,rent,9946.0,bank_transfer,DELHI,Gym membership,2021,11,20,5,4,46,1,0,0,Fall
T0504,U097,2021-08-14,expense,education,1469.0,cash,hyderabad,Online course,2021,8,14,5,3,32,1,0,0,Summer
T0966,U121,2024-11-15,expense,food,2832.0,card,Pune,Shopping,2024,11,15,4,4,46,0,0,0,Fall
T9718,U001,2023-02-21,expense,food,7959.0,cash,delhi,,2023,2,21,1,1,8,0,0,0,Winter
T11719,U007,2023-08-06,expense,rent,5721.0,cash,CHE,!!!,2023,8,6,6,3,31,1,0,0,Summer
T1155,U118,2023-02-08,expense,food,4300.0,bank_transfer,Delhi,misc,2023,2,8,2,1,6,0,0,0,Winter
T10629,U112,2021-08-27,expense,savings,2114.0,cash,Mumbai,Online course,2021,8,27,4,3,34,0,0,0,Summer
T6748,U099,2022-03-06,expense,food,2680.0,bank_transfer,kolkata,ATM withdrawal,2022,3,6,6,1,9,1,0,0,Spring
T0126,U023,2023-07-09,expense,rent,11099.0,cash,delhi,Internet bill,2023,7,9,6,3,27,1,0,0,Summer
T5031,U090,2021-10-11,expense,food,4174.0,upi,MUMBAI,Monthly rent payment,2021,10,11,0,4,41,0,0,0,Fall
T2287,U101,2024-09-17,expense,food,9997.0,bank_transfer,,Coffee,2024,9,17,1,3,38,0,0,0,Fall
T8052,U058,2022-03-12,expense,utilities,485.0,upi,AHM,Movie tickets,2022,3,12,5,1,10,1,0,0,Spring
T12672,U022,2024-12-23,expense,others,2524.0,cash,DEL,,2024,12,23,0,4,52,0,0,0,Winter
T0198,U008,2021-09-25,expense,utilities,4386.0,card,LUC,Movie tickets,2021,9,25,5,3,38,1,0,0,Fall
T13577,U100,2023-06-09,expense,travel,4899.0,card,KOL,Online course,2023,6,9,4,2,23,0,0,0,Summer
T10013,U123,2024-11-27,expense,rent,6060.0,bank_transfer,Pune,...,2024,11,27,2,4,48,0,0,0,Fall
T9827,U108,2022-06-06,expense,food,5526.0,cash,delhi,Uber ride,2022,6,6,0,2,23,0,0,0,Summer
T0197,U070,2024-11-13,expense,others,1060.0,bank_transfer,BAN,xyz123,2024,11,13,2,4,46,0,0,0,Fall
T9666,U127,2022-07-25,expense,education,1993.0,cash,,,2022,7,25,0,3,30,0,0,0,Summer
T6478,U135,2021-02-12,expense,health,3427.0,cash,delhi,Restaurant dinner,2021,2,12,4,1,6,0,0,0,Winter
T1403,U068,2021-02-16,expense,food,3696.0,bank_transfer,chennai,Electricity bill,2021,2,16,1,1,7,0,0,0,Winter
T12019,U123,2021-11-23,expense,entertainment,399.0,cash,KOL,Books,2021,11,23,1,4,47,0,0,0,Fall
T6470,U023,2022-03-10,expense,entertainment,6172.0,unknown,kolkata,Online course,2022,3,10,3,1,10,0,0,0,Spring
T11437,U121,2023-08-09,expense,health,4264.0,card,PUNE,,2023,8,9,2,3,32,0,0,0,Summer
T6384,U132,2021-02-12,expense,rent,6147.0,card,Ahmedabad,Monthly rent payment,2021,2,12,4,1,6,0,0,0,Winter
T2150,U095,2024-09-25,expense,health,2955.0,upi,,Doctor consultation,2024,9,25,2,3,39,0,0,0,Fall
T1412,U103,2022-05-25,expense,others,6090.0,cash,kolkata,Electricity bill,2022,5,25,2,2,21,0,0,0,Spring
T10751,U011,2024-12-09,expense,entertainment,3311.0,upi,CHE,Internet bill,2024,12,9,0,4,50,0,0,0,Winter
T3094,U002,2024-09-30,expense,others,9135.0,card,bangalore,Doctor consultation,2024,9,30,0,3,40,0,0,1,Fall
T10215,U065,2024-01-12,expense,travel,3962.0,upi,,Doctor consultation,2024,1,12,4,1,2,0,0,0,Winter
T5512,U088,2021-03-30,expense,utilities,8920.0,upi,ahmedabad,Electricity bill,2021,3,30,1,1,13,0,0,0,Spring
T6771,U120,2021-02-08,expense,health,8533.0,upi,hyderabad,Fixed deposit,2021,2,8,0,1,6,0,0,0,Winter
T3984,U042,2024-04-20,income,income,15480.0,bank_transfer,HYD,Doctor consultation,2024,4,20,5,2,16,1,0,0,Spring
T3134,U128,2021-06-14,expense,others,7182.0,bank_transfer,AHM,,2021,6,14,0,2,24,0,0,0,Summer
T4856,U054,2024-08-14,expense,food,3522.0,cash,MUM,!!!,2024,8,14,2,3,33,0,0,0,Summer
T12985,U022,2023-02-18,expense,entertainment,7288.0,card,delhi,Medicine,2023,2,18,5,1,7,1,0,0,Winter
T8983,U053,2022-03-30,expense,food,1064.0,cash,KOLKATA,Uber ride,2022,3,30,2,1,13,0,0,0,Spring
T5004,U049,2024-03-09,expense,others,2283.0,upi,Jaipur,Medicine,2024,3,9,5,1,10,1,0,0,Spring
T7315,U030,2021-12-16,expense,food,403.0,bank_transfer,ahmedabad,Electricity bill,2021,12,16,3,4,50,0,0,0,Winter
T12236,U008,2021-06-24,expense,food,1915.0,cash,PUN,Books,2021,6,24,3,2,25,0,0,0,Summer
T1358,U120,2023-03-10,expense,others,24620.0,cash,AHM,Gym membership,2023,3,10,4,1,10,0,0,0,Spring
T2098,U093,2021-01-19,expense,food,1208.0,cash,jaipur,Train ticket,2021,1,19,1,1,3,0,0,0,Winter
T11741,U052,2023-10-10,expense,others,6434.0,cash,,Movie tickets,2023,10,10,1,4,41,0,0,0,Fall
T10032,U025,2022-03-20,expense,others,1132.0,cash,pune,,2022,3,20,6,1,11,1,0,0,Spring
T9186,U121,2024-08-10,expense,others,4800.0,upi,kolkata,asdfgh,2024,8,10,5,3,32,1,0,0,Summer
T1089,U074,2024-01-03,expense,others,2179.0,cash,KOL,,2024,1,3,2,1,1,0,0,0,Winter
T0689,U068,2021-11-25,expense,food,5810.0,cash,JAIPUR,Gym membership,2021,11,25,3,4,47,0,0,0,Fall
T10304,U015,2022-09-18,expense,others,1019.0,card,Bangalore,test,2022,9,18,6,3,37,1,0,0,Fall
T9884,U116,2021-04-01,expense,rent,7751.0,card,PUNE,ATM withdrawal,2021,4,1,3,2,13,0,1,0,Spring
T3341,U111,2021-09-24,expense,rent,6171.0,card,KOLKATA,,2021,9,24,4,3,38,0,0,0,Fall
T2990,U047,2024-12-05,expense,food,2069.0,bank_transfer,CHENNAI,Doctor consultation,2024,12,5,3,4,49,0,0,0,Winter
T9057,U017,2024-10-18,expense,others,5963.0,bank_transfer,Lucknow,Uber ride,2024,10,18,4,4,42,0,0,0,Fall
T0937,U024,2022-04-06,expense,food,9790.0,unknown,HYD,Medicine,2022,4,6,2,2,14,0,0,0,Spring
T2563,U097,2024-06-13,expense,food,3988.0,bank_transfer,Hyderabad,Books,2024,6,13,3,2,24,0,0,0,Summer
T9733,U060,2023-05-07,expense,others,3546.0,cash,chennai,,2023,5,7,6,2,18,1,0,0,Spring
T13008,U026,2021-10-27,expense,education,8402.0,card,Pune,Doctor consultation,2021,10,27,2,4,43,0,0,0,Fall
T13785,U036,2021-11-26,expense,food,2583.0,bank_transfer,mumbai,Monthly rent payment,2021,11,26,4,4,47,0,0,0,Fall
T7091,U015,2021-07-22,expense,health,3409.0,cash,Kolkata,,2021,7,22,3,3,29,0,0,0,Summer
T1741,U106,2023-06-05,expense,education,9007.0,upi,pune,...,2023,6,5,0,2,23,0,0,0,Summer
T4949,U127,2022-06-26,expense,others,3774.0,cash,hyderabad,Train ticket,2022,6,26,6,2,25,1,0,0,Summer
T10904,U138,2024-09-03,expense,food,5401.0,upi,lucknow,Shopping,2024,9,3,1,3,36,0,0,0,Fall
T4303,U129,2024-02-20,expense,others,8159.0,cash,ahmedabad,,2024,2,20,1,1,8,0,0,0,Winter
T10276,U020,2023-03-15,expense,food,835.0,cash,hyderabad,EMI payment,2023,3,15,2,1,11,0,0,0,Spring
T2683,U143,2024-10-25,expense,travel,4279.0,bank_transfer,ahmedabad,Internet bill,2024,10,25,4,4,43,0,0,0,Fall
T5192,U150,2024-11-16,expense,food,3982.0,bank_transfer,AHMEDABAD,misc,2024,11,16,5,4,46,1,0,0,Fall
