transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T4278,U035,2024-05-02,Expense,Food,3675.0,Card,bangalore,Electricity bill
T2754,U107,2023-09-19,Expense,Rent,11161.0,Bank Transfer,DEL,!!!
T4381,U091,2024-03-21,Income,Others,75246.0,UPI,Bangalore,test
T11258,U030,2022-10-18,Expense,Utilities,7236.0,Card,Jaipur,ATM withdrawal
T9727,U070,2024-03-12,Expense,Food,2570.0,Bank Transfer,CHE,Books
T3030,U053,2023-02-20,Income,Bonus,30490.0,Unknown,HYD,Medicine
T4947,U131,2022-06-11,Expense,Education,6108.0,Bank Transfer,jaipur,ATM withdrawal
T9670,U034,2022-11-06,Expense,Education,9328.0,Bank Transfer,Unknown,asdfgh
T12320,U084,2024-07-02,Expense,Travel,3023.0,Cash,HYDERABAD,Gym membership
T0776,U128,2021-03-16,Expense,Food,6856.0,Unknown,mumbai,Books
T8445,U074,2024-08-12,Expense,Rent,7401.0,UPI,Hyderabad,Online course
T3043,U099,2022-07-09,Expense,Savings,9356.0,Cash,BAN,xyz123
T7108,U023,2023-01-27,Expense,Entertainment,8631.0,UPI,AHMEDABAD,EMI payment
T2701,U079,2021-03-17,Expense,Entertainment,6530.0,UPI,HYD,Grocery shopping
T10192,U025,2022-09-18,Expense,Utilities,7698.0,Cash,CHENNAI,asdfgh
T8582,U099,2022-08-02,Income,Freelance,34663.0,Card,CHE,Monthly rent payment
T8288,U046,2024-05-23,Expense,Others,4142.0,Bank Transfer,hyderabad,Books
T11144,U009,2024-01-28,Income,Salary,45299.0,Card,Unknown,...
T10512,U075,2022-05-16,Expense,Education,999999.0,Bank Transfer,Pune,Shopping
T7739,U041,2023-07-23,Expense,Health,3002.0,Bank Transfer,mumbai,Lunch
T5745,U107,2021-03-08,Expense,Rent,16470.0,Cash,Delhi,Uber ride
T4888,U106,2022-11-24,Expense,Food,4250.0,UPI,Mumbai,No notes
T7389,U092,2023-07-12,Income,Bonus,18838.0,UPI,KOLKATA,!!!
T0271,U006,2024-01-07,Expense,Food,2415.0,Cash,KOLKATA,Medicine
T3543,U041,2021-10-03,Income,Salary,18526.0,Cash,Pune,misc
T10904,U138,2024-09-03,Expense,Food,5401.0,UPI,lucknow,Shopping
T2123,U109,2021-03-04,Expense,Others,2227.0,Bank Transfer,bangalore,ATM withdrawal
T2925,U040,2022-02-14,Expense,Utilities,4950.0,Bank Transfer,Unknown,No notes
T7657,U043,2022-01-03,Income,Freelance,456937.0,Card,PUN,...
T13973,U006,2022-04-08,Expense,Education,5481.0,Unknown,LUC,asdfgh
T7378,U107,2023-08-30,Expense,Utilities,133.0,Cash,Mumbai,Uber ride
T1529,U093,2021-01-03,Expense,Food,4830.0,Card,LUC,No notes
T8020,U129,2021-01-03,Expense,Travel,3534.0,Bank Transfer,Ahmedabad,Petrol
T3375,U036,2023-03-30,Expense,Savings,5453.0,Bank Transfer,KOL,Electricity bill
T11238,U044,2024-06-24,Expense,Rent,1701.0,Bank Transfer,jaipur,Doctor consultation
T7967,U085,2021-12-27,Expense,Others,1975.0,Bank Transfer,Unknown,Electricity bill
T1466,U060,2024-07-16,Expense,Travel,1989.0,Bank Transfer,PUN,Electricity bill
T7494,U038,2021-07-10,Expense,Travel,6065.0,Bank Transfer,LUC,No notes
T2770,U001,2024-02-11,Income,Salary,49068.0,Cash,mumbai,Lunch
T7402,U132,2024-06-25,Expense,Rent,824.0,Bank Transfer,Delhi,Grocery shopping
T5501,U127,2024-04-26,Expense,Rent,8519.0,Card,Unknown,Electricity bill
T2782,U140,2024-10-07,Expense,Entertainment,7385.0,Bank Transfer,MUMBAI,No notes
T1190,U011,2021-08-29,Expense,Rent,1392.0,Bank Transfer,hyderabad,Lunch
T10349,U148,2022-01-02,Expense,Entertainment,5387.0,Bank Transfer,Unknown,EMI payment
T2176,U072,2024-11-10,Expense,Food,8768.0,UPI,Unknown,misc
T0745,U145,2024-11-17,Expense,Utilities,7185.0,Cash,kolkata,ATM withdrawal
T0275,U147,2022-10-02,Expense,Entertainment,9619.0,UPI,bangalore,Petrol
T4106,U026,2024-02-05,Income,Salary,13819.0,Card,LUC,...
T1532,U096,2024-10-17,Expense,Utilities,999999.0,Card,Unknown,Coffee
T2769,U132,2023-07-31,Expense,Rent,8812.0,Cash,Mumbai,Coffee
T13509,U009,2022-09-13,Income,Others,13243.0,Bank Transfer,PUNE,Doctor consultation
T7008,U128,2023-04-29,Expense,Rent,42939.0,Cash,MUM,No notes
T11191,U086,2021-02-14,Expense,Food,9427.0,Bank Transfer,BANGALORE,xyz123
T0484,U095,2022-05-26,Expense,Rent,7778.0,Card,delhi,EMI payment
T4687,U135,2021-04-01,Expense,Food,4632.0,Bank Transfer,pune,ATM withdrawal
T8337,U113,2023-11-08,Expense,Rent,678.0,UPI,MUMBAI,Grocery shopping
T13560,U096,2022-01-30,Expense,Food,3518.0,Cash,hyderabad,Monthly rent payment
T8362,U025,2023-01-05,Expense,Travel,806.0,Card,Lucknow,Uber ride
T7294,U093,2021-05-10,Income,Investment,26841.0,Unknown,Unknown,Monthly rent payment
T12737,U048,2024-11-16,Expense,Rent,43922.0,Cash,MUM,No notes
T7974,U117,2022-11-14,Expense,Travel,2056.0,Unknown,AHM,No notes
T10841,U129,2024-12-26,Expense,Utilities,2053.0,Card,Lucknow,No notes
T13843,U140,2021-06-14,Expense,Health,8863.0,UPI,jaipur,Electricity bill
T0975,U078,2023-02-11,Expense,Utilities,2024.0,Bank Transfer,hyderabad,No notes
T3665,U099,2024-01-21,Expense,Rent,6474.0,Card,Delhi,Medicine
T12352,U148,2022-03-19,Expense,Education,2243.0,Cash,DEL,Uber ride
T10085,U015,2022-03-20,Income,Salary,72341.0,Card,Unknown,Internet bill
T7869,U126,2022-10-17,Expense,Education,976.0,UPI,JAI,Internet bill
T4255,U135,2021-12-13,Expense,Education,6137.0,UPI,CHE,Lunch
T13928,U078,2023-01-10,Expense,Food,8085.0,Cash,Lucknow,No notes
T8547,U118,2022-08-10,Expense,Rent,8401.0,Bank Transfer,jaipur,Monthly rent payment
T5408,U062,2022-04-16,Expense,Travel,146.0,Cash,KOL,Books
T12097,U132,2021-04-09,Expense,Utilities,7818.0,UPI,Jaipur,Internet bill
T3204,U044,2024-01-25,Expense,Food,3890.0,Bank Transfer,KOLKATA,xyz123
T11683,U095,2022-08-25,Income,Salary,42254.0,UPI,AHMEDABAD,No notes
T11638,U120,2021-04-27,Expense,Entertainment,6460.0,Bank Transfer,JAIPUR,No notes
T3910,U063,2023-11-26,Expense,Entertainment,2984.0,Bank Transfer,KOL,misc
T8758,U148,2024-10-13,Expense,Entertainment,9460.0,UPI,BAN,Medicine
T5055,U125,2023-11-23,Expense,Rent,8603.0,Unknown,Ahmedabad,Restaurant dinner
T7608,U074,2022-01-19,Expense,Utilities,999999999.0,Card,ahmedabad,Gym membership
T6054,U100,2024-06-30,Expense,Food,2445.0,UPI,KOL,No notes
T10242,U073,2023-09-21,Expense,Rent,8375.0,Bank Transfer,KOLKATA,Coffee
T6026,U065,2023-03-05,Expense,Travel,5047.0,Bank Transfer,PUNE,!!!
T11643,U139,2023-11-11,Expense,Health,1518.0,Bank Transfer,Delhi,test
T1495,U016,2023-06-27,Expense,Utilities,3318.0,Cash,chennai,Train ticket
T6518,U012,2021-07-13,Expense,Food,9840.0,Bank Transfer,PUN,Grocery shopping
T11805,U136,2021-09-08,Expense,Savings,5331.0,Bank Transfer,pune,asdfgh
T1666,U080,2022-08-19,Expense,Food,3346.0,Cash,BAN,Train ticket
T4912,U128,2022-04-07,Expense,Food,4096.0,Cash,Ahmedabad,test
T4502,U048,2023-01-07,Expense,Travel,8217.0,Bank Transfer,JAIPUR,No notes
T1229,U044,2024-10-23,Expense,Rent,4568.0,Bank Transfer,JAI,Lunch
T5867,U115,2022-03-09,Income,Others,29727.0,Cash,LUC,Shopping
T12604,U062,2021-01-27,Expense,Food,4575.0,Cash,DEL,No notes
T1108,U026,2022-01-08,Expense,Rent,4670.0,Cash,MUM,EMI payment
T9457,U140,2023-07-25,Expense,Utilities,2238.0,Card,LUC,ATM withdrawal
T5481,U075,2021-05-15,Income,Others,30618.0,Cash,KOL,Doctor consultation
T13447,U006,2024-05-14,Expense,Education,2104.0,Unknown,PUN,Gym membership
T9705,U031,2021-10-08,Expense,Education,4213.0,Card,bangalore,Online course
T12110,U002,2022-05-21,Expense,Savings,8005.0,Unknown,KOLKATA,Coffee
T7528,U124,2022-06-09,Expense,Food,6729.0,Unknown,Unknown,EMI payment
T10188,U149,2023-08-26,Expense,Rent,10381.0,Cash,hyderabad,Lunch
T3887,U090,2021-02-17,Income,Bonus,72923.0,Bank Transfer,lucknow,Electricity bill
T6807,U125,2022-06-13,Expense,Food,4259.0,Card,kolkata,xyz123
T6676,U026,2022-06-27,Expense,Food,4655.0,Card,Unknown,!!!
T4775,U134,2024-02-10,Expense,Food,4592.0,Card,Kolkata,ATM withdrawal
T7750,U092,2023-10-16,Expense,Utilities,6869.0,UPI,Unknown,Coffee
T2037,U073,2024-06-26,Expense,Health,2126.0,Bank Transfer,MUM,...
T0139,U064,2021-03-08,Expense,Food,2023.0,UPI,Bangalore,Books
T3684,U078,2024-07-24,Expense,Rent,19693.0,Bank Transfer,HYDERABAD,Train ticket
T3916,U113,2022-12-13,Expense,Rent,1798.0,Bank Transfer,delhi,test
T6597,U060,2022-01-22,Expense,Entertainment,5048.0,Card,Delhi,Coffee
T5625,U095,2022-10-06,Expense,Entertainment,6609.0,Card,Jaipur,Online course
T1464,U023,2024-01-18,Expense,Food,9650.0,Unknown,LUCKNOW,No notes
T4703,U052,2023-09-18,Expense,Education,4922.0,UPI,MUM,Fixed deposit
T5873,U017,2024-02-06,Expense,Travel,5566.0,Cash,LUC,test
T0043,U069,2021-12-25,Expense,Savings,7241.0,UPI,DELHI,Petrol
T10884,U066,2022-03-22,Expense,Others,630.0,Card,chennai,Gym membership
T0408,U147,2024-12-19,Expense,Rent,45547.0,Card,mumbai,Restaurant dinner
T4642,U102,2023-12-05,Expense,Food,934.0,Card,AHMEDABAD,!!!
T0910,U097,2023-08-01,Income,Others,65264.0,Bank Transfer,Kolkata,...
T13571,U120,2021-01-28,Expense,Food,3006.0,Card,PUNE,xyz123
T5277,U074,2023-09-09,Expense,Rent,19981.0,Unknown,Bangalore,Electricity bill
T2657,U034,2021-06-27,Expense,Rent,6714.0,Bank Transfer,chennai,Online course
T6823,U028,2024-03-19,Expense,Others,8664.0,UPI,chennai,test
T4098,U063,2024-02-06,Expense,Food,4387.0,UPI,Kolkata,Movie tickets
T8850,U140,2023-08-03,Expense,Utilities,3794.0,Card,Hyderabad,Monthly rent payment
T7551,U094,2021-08-27,Expense,Entertainment,1358.0,Cash,DELHI,Petrol
T1930,U115,2023-07-16,Expense,Food,1154.0,Card,Ahmedabad,No notes
T8872,U032,2021-07-31,Expense,Rent,36727.0,Card,delhi,Gym membership
T0107,U093,2021-05-08,Expense,Education,4933.0,Bank Transfer,LUCKNOW,misc
T3315,U138,2023-09-06,Expense,Utilities,5585.0,Cash,HYD,EMI payment
T2519,U136,2021-12-03,Expense,Rent,8689.0,Card,LUC,test
T9367,U118,2021-02-01,Income,Investment,51266.0,Card,mumbai,Shopping
T10807,U107,2024-10-28,Income,Freelance,74952.0,Cash,Chennai,ATM withdrawal
T0883,U079,2021-09-08,Expense,Rent,6540.0,UPI,AHM,Restaurant dinner
T1838,U008,2022-02-07,Income,Salary,47094.0,Cash,kolkata,Restaurant dinner
T13786,U090,2023-05-29,Expense,Others,8500.0,Card,Unknown,Online course
T6311,U062,2024-07-09,Expense,Travel,6887.0,Card,chennai,Train ticket
T10585,U126,2022-02-17,Expense,Health,126.0,Cash,Unknown,Doctor consultation
T4850,U016,2021-02-09,Expense,Others,4687.0,Cash,HYD,Gym membership
T6892,U090,2023-09-23,Expense,Food,4060.0,Cash,CHENNAI,No notes
T11236,U001,2021-05-16,Expense,Travel,8186.0,UPI,BAN,Grocery shopping
T8104,U057,2022-01-07,Expense,Travel,4856.0,UPI,Unknown,test
T0778,U107,2022-05-18,Income,Investment,60666.0,Cash,Jaipur,No notes
T9806,U004,2023-05-10,Expense,Rent,1034.0,Bank Transfer,CHENNAI,Coffee
T4932,U119,2021-01-06,Expense,Rent,1212.0,Cash,DELHI,...
T13376,U044,2021-07-20,Expense,Entertainment,7303.0,Unknown,mumbai,ATM withdrawal
T8018,U139,2024-07-20,Income,Salary,35930.0,Card,MUM,Monthly rent payment
T2927,U045,2024-01-04,Expense,Savings,7012.0,Unknown,BAN,Petrol
T6471,U007,2024-09-16,Income,Others,59046.0,Bank Transfer,BANGALORE,Internet bill
T5412,U016,2024-08-20,Expense,Food,365.0,UPI,JAIPUR,Internet bill
T0938,U141,2024-02-09,Expense,Utilities,6463.0,Bank Transfer,Lucknow,Restaurant dinner
T7808,U005,2023-08-12,Expense,Travel,9875.0,UPI,LUCKNOW,Restaurant dinner
T7665,U089,2024-01-11,Expense,Rent,5391.0,Card,MUMBAI,No notes
T5289,U092,2023-05-29,Income,Freelance,73186.0,Cash,Unknown,No notes
T13534,U063,2022-03-19,Expense,Savings,3762.0,UPI,Ahmedabad,Grocery shopping
T7796,U027,2023-05-10,Expense,Entertainment,5174.0,Unknown,Unknown,No notes
T4203,U141,2022-09-28,Expense,Entertainment,6631.0,UPI,Ahmedabad,Gym membership
T12857,U021,2022-07-05,Expense,Utilities,2478.0,Bank Transfer,mumbai,Books
T5188,U092,2022-09-27,Expense,Education,1013.0,Card,KOLKATA,Uber ride
T4755,U014,2022-08-19,Expense,Education,2624.0,Card,Hyderabad,No notes
T1379,U072,2022-03-23,Expense,Rent,4561.0,UPI,Kolkata,No notes
T3967,U134,2023-04-13,Expense,Entertainment,6150.0,Bank Transfer,PUNE,No notes
T9554,U098,2022-12-04,Expense,Education,6419.0,UPI,KOL,Medicine
T13941,U026,2023-03-26,Expense,Food,6497.0,Cash,DELHI,...
T2998,U021,2024-08-16,Expense,Savings,8701.0,Cash,AHM,Books
T10967,U097,2021-03-27,Expense,Food,4615.0,Cash,HYDERABAD,EMI payment
T8259,U041,2022-12-26,Expense,Rent,827.0,Bank Transfer,PUN,asdfgh
T1999,U121,2023-07-31,Expense,Rent,20997.0,Card,chennai,No notes
T3552,U095,2024-01-21,Income,Bonus,34145.0,Bank Transfer,HYDERABAD,!!!
T9680,U062,2021-08-05,Expense,Food,1160.0,Unknown,Pune,Electricity bill
T6541,U044,2021-02-02,Expense,Utilities,4219.0,Bank Transfer,Chennai,Electricity bill
T13157,U043,2022-04-17,Income,Salary,65727.0,Cash,Chennai,Books
T11991,U115,2024-01-15,Expense,Food,5578.0,UPI,HYDERABAD,No notes
T8045,U004,2021-10-17,Expense,Food,3642.0,Card,LUCKNOW,Shopping
T4989,U096,2023-04-08,Expense,Travel,1587.0,Bank Transfer,HYD,Movie tickets
T0483,U044,2023-03-09,Expense,Entertainment,2190.0,Card,kolkata,Electricity bill
T10798,U081,2022-06-08,Expense,Food,4765.0,Card,Bangalore,Shopping
T7925,U047,2023-03-04,Expense,Food,1792.0,Cash,LUC,Grocery shopping
T7052,U018,2022-10-20,Expense,Others,3878.0,UPI,MUMBAI,Doctor consultation
T7456,U047,2024-10-26,Expense,Education,2641.0,Cash,Chennai,Online course
T12334,U148,2024-06-22,Expense,Education,5353.0,Card,PUN,Fixed deposit
T5792,U055,2023-10-30,Expense,Rent,9088.0,Bank Transfer,DELHI,Petrol
T11299,U080,2024-09-28,Expense,Others,999999999.0,Bank Transfer,KOL,!!!
T2229,U071,2021-02-11,Expense,Food,4105.0,UPI,bangalore,EMI payment
T4011,U123,2021-11-17,Expense,Education,1393.0,UPI,HYD,Lunch
T4678,U063,2021-10-02,Expense,Food,4283.0,Bank Transfer,Mumbai,Books
T7747,U043,2021-05-21,Income,Others,36097.0,Bank Transfer,MUMBAI,Restaurant dinner
T12648,U075,2023-11-27,Expense,Food,5756.0,Card,CHE,Medicine
T5958,U032,2024-02-17,Expense,Entertainment,4156.0,Bank Transfer,hyderabad,No notes
T1971,U098,2021-12-08,Expense,Food,9126.0,Cash,Jaipur,!!!
T12362,U046,2024-01-17,Income,Investment,76415.0,Card,KOLKATA,Uber ride
T5634,U111,2023-05-26,Expense,Entertainment,1551.0,UPI,ahmedabad,No notes
T2529,U144,2022-06-23,Expense,Travel,4502.0,Bank Transfer,Bangalore,xyz123
T10898,U055,2021-08-18,Expense,Food,999999.0,Bank Transfer,lucknow,Shopping
T7145,U019,2021-04-13,Expense,Education,7459.0,UPI,LUC,No notes
T7559,U006,2023-12-02,Expense,Rent,43120.0,Card,hyderabad,Medicine
T8641,U140,2021-06-30,Expense,Food,9065.0,Cash,DEL,Online course
T10087,U013,2023-07-08,Income,Salary,14034.0,Cash,mumbai,...
T0250,U117,2024-07-26,Expense,Education,7991.0,UPI,KOL,Grocery shopping
T4284,U058,2022-04-07,Income,Others,15675.0,UPI,PUNE,Grocery shopping
T10444,U136,2021-10-11,Expense,Travel,4396.0,Bank Transfer,BAN,xyz123
T1948,U064,2023-04-05,Expense,Food,3310.0,UPI,BANGALORE,Internet bill
T5324,U112,2022-11-17,Expense,Entertainment,2512.0,Unknown,jaipur,Monthly rent payment
T2562,U068,2021-10-22,Expense,Food,999999.0,Unknown,HYD,No notes
T13773,U131,2024-07-22,Expense,Food,3740.0,Card,LUC,Gym membership
T0525,U082,2024-05-16,Expense,Travel,3596.0,Bank Transfer,BAN,Online course
T12450,U114,2022-08-22,Income,Investment,55694.0,Cash,MUMBAI,Restaurant dinner
T9678,U088,2023-09-29,Expense,Food,3241.0,Unknown,Unknown,Online course
T12108,U009,2023-08-10,Expense,Rent,21830.0,Cash,jaipur,Movie tickets
T11010,U086,2023-04-23,Expense,Education,6774.0,Bank Transfer,hyderabad,Train ticket
T3333,U045,2024-12-31,Income,Others,21061.0,UPI,delhi,Grocery shopping
T3585,U002,2023-12-13,Expense,Food,1631.0,UPI,HYDERABAD,No notes
T6227,U039,2023-02-01,Expense,Utilities,1483.0,Bank Transfer,AHMEDABAD,Online course
T11091,U038,2024-05-23,Income,Freelance,48282.0,Cash,DEL,Petrol
T10206,U097,2023-09-03,Expense,Food,1889.0,Bank Transfer,LUC,asdfgh
T11586,U137,2022-04-10,Expense,Utilities,1560.0,Card,KOLKATA,Electricity bill
T13045,U102,2024-11-28,Expense,Utilities,5321.0,UPI,Lucknow,Train ticket
T7249,U080,2023-05-17,Expense,Food,7894.0,UPI,PUN,No notes
T11522,U065,2024-03-28,Expense,Rent,9679.0,Cash,BAN,Internet bill
T6208,U133,2024-03-04,Expense,Health,4062.0,Unknown,ahmedabad,No notes
T7489,U033,2023-12-07,Expense,Entertainment,6317.0,UPI,Hyderabad,Train ticket
T2638,U014,2022-08-06,Expense,Food,5605.0,Card,LUCKNOW,No notes
T0855,U043,2021-06-10,Expense,Rent,8509.0,UPI,chennai,asdfgh
T13469,U031,2021-07-12,Expense,Travel,7846.0,Card,Mumbai,EMI payment
T12531,U069,2023-09-09,Income,Salary,31075.0,UPI,AHM,Uber ride
T0929,U016,2021-05-18,Expense,Travel,3284.0,Card,Jaipur,Shopping
T10881,U056,2023-08-09,Expense,Rent,3958.0,Cash,HYDERABAD,No notes
T9138,U050,2023-09-28,Expense,Education,9596.0,Cash,HYD,Uber ride
T11628,U100,2023-06-28,Expense,Education,7510.0,Cash,Ahmedabad,xyz123
T11086,U068,2024-09-21,Expense,Entertainment,9794.0,Card,JAIPUR,asdfgh
T7783,U096,2024-10-11,Expense,Others,4924.0,UPI,Jaipur,!!!
T13167,U035,2023-12-02,Expense,Travel,3965.0,Card,PUNE,misc
T5730,U043,2021-05-26,Expense,Food,3422.0,Card,JAI,Movie tickets
T7703,U030,2023-03-28,Expense,Food,2753.0,Bank Transfer,delhi,No notes
T6352,U139,2023-02-05,Expense,Savings,9372.0,UPI,PUNE,Gym membership
T3011,U140,2023-03-18,Income,Freelance,77128.0,Cash,DEL,xyz123
T11133,U057,2022-04-30,Expense,Others,1676.0,UPI,MUMBAI,No notes
T6654,U038,2024-05-16,Expense,Utilities,3271.0,UPI,ahmedabad,Coffee
T10456,U080,2023-12-18,Expense,Travel,3045.0,Cash,DEL,No notes
T12698,U113,2023-04-07,Expense,Entertainment,7648.0,UPI,DEL,Lunch
T5644,U074,2022-07-28,Expense,Food,1633.0,Bank Transfer,JAI,No notes
T12777,U023,2021-08-25,Expense,Education,990.0,Bank Transfer,pune,Internet bill
T8193,U048,2021-04-25,Expense,Rent,12794.0,Unknown,KOL,Petrol
T2889,U097,2024-08-23,Expense,Utilities,7211.0,Cash,Unknown,Online course
T2331,U052,2021-09-29,Expense,Food,7008.0,Cash,Unknown,No notes
T2394,U131,2024-04-13,Expense,Education,4796.0,Cash,Pune,Books
T13085,U148,2022-04-29,Expense,Travel,9540.0,Card,pune,Restaurant dinner
T2934,U058,2022-04-01,Expense,Utilities,8851.0,UPI,LUCKNOW,ATM withdrawal
T8251,U101,2022-02-03,Expense,Entertainment,5802.0,Card,Pune,No notes
T2505,U112,2024-06-19,Expense,Food,1833.0,Bank Transfer,LUC,ATM withdrawal
T11258,U103,2022-03-20,Expense,Rent,9454.0,UPI,MUMBAI,No notes
T6733,U115,2022-12-11,Expense,Savings,7849.0,Cash,Chennai,Internet bill
T1679,U003,2022-11-12,Income,Freelance,54627.0,Card,HYDERABAD,Uber ride
T9456,U146,2024-12-05,Income,Freelance,53218.0,Cash,bangalore,No notes
T6282,U053,2023-09-09,Expense,Food,7327.0,UPI,PUN,Medicine
T9745,U105,2023-05-28,Income,Others,65899.0,Card,Lucknow,Train ticket
T5103,U053,2024-09-10,Expense,Food,3688.0,UPI,delhi,No notes
T9851,U150,2023-05-15,Income,Investment,69950.0,Bank Transfer,HYDERABAD,...
T6571,U132,2021-09-03,Expense,Education,268.0,UPI,AHMEDABAD,No notes
T3286,U072,2021-07-14,Expense,Utilities,6920.0,Unknown,BANGALORE,Coffee
T4457,U018,2024-12-22,Expense,Rent,4371.0,Card,BAN,misc
T12842,U005,2021-01-06,Expense,Rent,7762.0,Cash,BAN,Medicine
T2630,U110,2022-06-11,Expense,Food,9832.0,UPI,MUM,Medicine
T4447,U026,2024-04-25,Expense,Food,3646.0,Cash,CHE,xyz123
T13142,U125,2024-10-30,Income,Bonus,79488.0,Cash,Lucknow,Online course
T0300,U055,2023-08-31,Expense,Rent,2627.0,Cash,bangalore,No notes
T13915,U022,2021-07-01,Income,Bonus,32634.0,Unknown,Unknown,Grocery shopping
T8093,U117,2022-02-18,Expense,Food,999999999.0,UPI,BANGALORE,test
T11809,U037,2023-12-04,Income,Salary,34321.0,Unknown,Jaipur,Lunch
T10011,U137,2024-09-04,Expense,Food,1771.0,Card,delhi,test
T10977,U075,2024-06-17,Income,Others,67153.0,Bank Transfer,PUN,EMI payment
T6209,U052,2024-09-26,Expense,Rent,6319.0,Cash,Unknown,No notes
T12799,U150,2023-07-09,Expense,Utilities,1924.0,Unknown,Unknown,Online course
T9774,U100,2021-07-26,Expense,Rent,6837.0,Cash,AHMEDABAD,No notes
T6039,U015,2024-06-05,Expense,Utilities,5394.0,Cash,jaipur,Electricity bill
T13738,U107,2023-03-07,Expense,Travel,9050.0,Cash,KOL,...
T13035,U051,2022-02-05,Expense,Education,1140.0,Cash,PUN,Medicine
T7617,U033,2024-12-05,Expense,Rent,29543.0,Bank Transfer,Jaipur,Petrol
T2628,U011,2023-10-07,Expense,Food,4311.0,UPI,HYDERABAD,No notes
T6240,U123,2023-06-05,Expense,Entertainment,9644.0,UPI,Hyderabad,misc
T2660,U062,2023-09-09,Expense,Travel,6893.0,Bank Transfer,Hyderabad,Lunch
T10399,U131,2024-12-30,Expense,Utilities,9468.0,Card,Mumbai,No notes
T9923,U090,2021-07-16,Expense,Utilities,4918.0,Card,Delhi,xyz123
T6110,U081,2022-02-17,Expense,Travel,3244.0,Cash,KOL,Monthly rent payment
T0685,U093,2024-09-23,Expense,Rent,23363.0,UPI,Kolkata,No notes
T9870,U012,2021-04-07,Expense,Health,2976.0,Bank Transfer,BAN,EMI payment
T0534,U101,2024-07-08,Expense,Food,999999.0,Cash,delhi,xyz123
T9506,U033,2021-06-06,Expense,Food,611.0,Bank Transfer,chennai,Lunch
T7002,U134,2023-03-29,Expense,Rent,9778.0,Cash,BANGALORE,No notes
T4917,U044,2022-02-03,Expense,Travel,5889.0,Bank Transfer,Hyderabad,No notes
T0825,U091,2024-10-08,Income,Investment,29391.0,Bank Transfer,Delhi,Shopping
T2876,U056,2022-01-26,Expense,Food,3202.0,Card,Mumbai,No notes
T3725,U077,2021-09-13,Expense,Utilities,1252.0,Card,KOLKATA,No notes
T9011,U117,2021-07-21,Expense,Rent,8144.0,UPI,ahmedabad,Monthly rent payment
T0837,U033,2023-12-09,Expense,Food,8248.0,Cash,LUC,Books
T7074,U145,2024-09-10,Income,Others,71745.0,UPI,Chennai,Internet bill
T12151,U037,2024-03-21,Expense,Travel,6045.0,Cash,hyderabad,...
T12053,U070,2021-03-24,Expense,Travel,9775.0,UPI,Ahmedabad,Petrol
T12085,U032,2022-04-30,Expense,Utilities,6914.0,Card,kolkata,No notes
T7538,U121,2024-05-23,Expense,Utilities,5347.0,Card,lucknow,Petrol
T5389,U096,2023-09-30,Expense,Food,2847.0,UPI,Bangalore,xyz123
T13735,U078,2021-12-17,Expense,Utilities,999999.0,Card,DELHI,Lunch
T13986,U026,2021-10-03,Expense,Education,1149.0,Card,ahmedabad,misc
T0655,U137,2024-01-07,Income,Bonus,33944.0,Card,ahmedabad,Train ticket
T4857,U119,2021-03-23,Expense,Utilities,6354.0,Cash,bangalore,No notes
T13657,U041,2021-12-25,Expense,Travel,7437.0,Bank Transfer,HYDERABAD,test
T3138,U004,2024-06-21,Expense,Rent,21746.0,Bank Transfer,AHM,Movie tickets
T3618,U036,2022-05-20,Expense,Food,2051.0,Card,chennai,asdfgh
T8694,U067,2022-03-27,Expense,Entertainment,8733.0,Card,pune,Movie tickets
T5076,U061,2021-01-18,Expense,Health,3900.0,UPI,DEL,ATM withdrawal
T12706,U016,2021-07-07,Expense,Travel,7370.0,Bank Transfer,Kolkata,EMI payment
T13318,U008,2024-02-11,Expense,Food,2814.0,Cash,BAN,Train ticket
T10703,U089,2023-09-13,Expense,Rent,5862.0,UPI,Mumbai,xyz123
T2047,U126,2022-11-28,Income,Salary,22865.0,Cash,Unknown,No notes
T2588,U122,2022-11-12,Expense,Entertainment,5792.0,Card,hyderabad,Shopping
T6359,U004,2021-01-01,Expense,Food,2939.0,Bank Transfer,MUMBAI,No notes
T10810,U072,2022-12-29,Expense,Travel,8751.0,Bank Transfer,JAIPUR,Books
T13019,U018,2022-12-06,Expense,Food,1650.0,Bank Transfer,Jaipur,No notes
T10777,U005,2021-06-23,Expense,Utilities,5744.0,Card,HYD,asdfgh
T7804,U118,2024-05-02,Income,Investment,20996.0,Bank Transfer,Chennai,Electricity bill
T0333,U134,2023-04-24,Expense,Health,8786.0,Card,Kolkata,Gym membership
T6235,U020,2024-07-10,Expense,Utilities,6781.0,Bank Transfer,JAI,No notes
T6184,U126,2023-07-11,Expense,Rent,8358.0,Unknown,delhi,Electricity bill
T11984,U132,2023-08-13,Expense,Food,3568.0,Card,lucknow,test
T9075,U133,2021-05-05,Expense,Rent,4181.0,UPI,jaipur,Uber ride
T2312,U059,2023-01-07,Expense,Travel,3721.0,Cash,LUCKNOW,Monthly rent payment
T11858,U110,2024-06-19,Expense,Entertainment,9871.0,Cash,JAIPUR,Uber ride
T10937,U022,2021-05-07,Expense,Food,697.0,Card,LUC,Grocery shopping
T10084,U089,2023-08-14,Income,Bonus,12254.0,UPI,Lucknow,Train ticket
